,cell_id,time_min,parent_id,lane,length,gfp
101,9,1393.9999999988772,7,1,3.078001370943372,38783.06554141634
102,9,1394.9999999988763,7,1,3.0477513513975327,39451.14444976016
103,9,1395.9999999988754,7,1,3.043029188789411,39215.25261942561
104,9,1396.9999999988745,7,1,2.977457353718801,39171.00651901344
105,9,1397.9999999988736,7,1,3.0292004003250064,39483.59965089122
106,9,1398.999999998873,7,1,3.0686359006305417,39601.22490452212
107,9,1399.9999999988718,7,1,3.286469469412299,39617.004722891
108,9,1400.9999999988709,7,1,3.148247154972166,39839.566645192426
109,9,1401.99999999887,7,1,3.1183304203172972,40065.11085328826
110,9,1402.999999998869,7,1,3.1851744590016233,40253.13578541605
111,9,1403.999999998868,7,1,3.1270006141048365,40222.2691304772
112,9,1404.9999999988672,7,1,3.1471272012754494,40195.2376297247
113,9,1405.9999999988663,7,1,3.2076092294401164,40216.27771343053
114,9,1406.9999999988654,7,1,3.2221866191291393,40681.500446313
115,9,1407.9999999988645,7,1,3.163566726477955,40834.30363574818
116,9,1408.9999999988636,7,1,3.2203740663788114,40863.34488929449
117,9,1409.999999998863,7,1,3.1648599513633524,40994.83628119644
118,9,1410.9999999988618,7,1,3.354845577998729,41715.15162742485
119,9,1411.9999999988609,7,1,3.2148963760285425,41357.75779387437
120,9,1412.99999999886,7,1,3.2782945516002218,41185.76717887202
121,9,1413.999999998859,7,1,3.3378639514956094,41470.67845100563
122,9,1414.999999998858,7,1,3.2422989366446404,41380.19318331904
123,9,1415.9999999988572,7,1,3.2044116352945164,41883.27395668004
124,9,1416.9999999988563,7,1,3.2846578537025146,41516.41405600826
125,9,1417.9999999988554,7,1,3.3432857406949137,42042.40820969405
126,9,1418.9999999988545,7,1,3.370439106904219,42257.23291069003
127,9,1419.9999999988536,7,1,3.2377339304529293,42108.04508539979
128,9,1420.999999998853,7,1,3.442889246971913,42257.38634313017
129,9,1421.9999999988518,7,1,3.2836848355577173,42310.20877142312
130,9,1422.9999999988509,7,1,3.333063371308582,42356.31771272144
131,9,1423.99999999885,7,1,3.3668889119816834,42837.36262158285
132,9,1424.999999998849,7,1,3.3336092423230976,42549.98695449778
133,9,1425.999999998848,7,1,3.417918094419404,42721.12494072861
134,9,1426.9999999988472,7,1,3.3439311721850653,43159.3397886431
135,9,1427.9999999988463,7,1,3.47404073796798,43112.48695959498
136,9,1428.9999999988454,7,1,3.392457195253401,43209.06904718708
137,9,1429.9999999988445,7,1,3.2550970652258875,43288.59174420485
138,9,1430.9999999988436,7,1,3.4531600258385877,43532.66125536869
139,9,1431.999999998843,7,1,3.3965277688797184,43471.924138871145
140,9,1432.9999999988418,7,1,3.489064783391269,43754.29500797932
141,9,1433.9999999988408,7,1,3.413522159484528,44064.48799313107
142,9,1434.99999999884,7,1,3.4937602315169785,43827.98435341448
143,9,1435.999999998839,7,1,3.410033046686667,43609.104051876486
144,9,1436.999999998838,7,1,3.395876068525592,43566.27738143294
145,9,1437.9999999988372,7,1,3.482518026036937,43895.03499884719
146,9,1438.9999999988363,7,1,3.462020309486385,44122.106151124375
147,9,1439.9999999988354,7,1,3.4286463361625343,43945.19256377839
148,9,1440.9999999988345,7,1,3.6044176273240303,44231.30498956026
149,9,1441.9999999988336,7,1,3.606881759483773,44668.26183999432
150,9,1442.999999998833,7,1,3.498721652772815,44382.78190615218
151,9,1443.9999999988318,7,1,3.4863687740401472,44727.1612571869
152,9,1444.9999999988308,7,1,3.5541251978119153,44615.39278305901
153,9,1445.99999999883,7,1,3.517045364183255,44657.23233505376
154,9,1446.999999998829,7,1,3.5441841758179295,44615.65595397307
155,9,1447.999999998828,7,1,3.5295970316938052,44690.83323508115
156,9,1448.9999999988272,7,1,3.5422823082844928,44953.42559046322
157,9,1449.9999999988263,7,1,3.6362969723682004,44871.38012215339
158,9,1450.9999999988254,7,1,3.511071393421665,44878.67836254517
159,9,1451.9999999988245,7,1,3.4757578573722596,45287.7096300156
160,9,1452.9999999988236,7,1,3.5916957674565593,45306.07199917089
161,9,1453.999999998823,7,1,3.6003785797144197,45346.31151751633
162,9,1454.9999999988215,7,1,3.4762874353125244,45525.99101821129
163,9,1455.9999999988208,7,1,3.676361570409442,45640.16639765271
164,9,1456.99999999882,7,1,3.4901229653961288,45752.81842469097
165,9,1457.999999998819,7,1,3.624138949689593,45943.53787612944
166,9,1458.999999998818,7,1,3.587530923524014,45975.995761628925
167,9,1459.9999999988172,7,1,3.579462542186617,45752.39340800129
168,9,1460.9999999988163,7,1,3.591793425294471,46136.16186422991
169,9,1461.9999999988154,7,1,3.6292310610808034,46268.404985026405
170,9,1462.9999999988145,7,1,3.743753216306003,46488.78118658625
171,9,1463.9999999988136,7,1,3.529402510419046,46684.74388307209
172,9,1464.9999999988129,7,1,3.607379146451438,46747.98054138147
173,9,1465.9999999988115,7,1,3.721529180933329,46729.5201480615
174,9,1466.9999999988108,7,1,3.57428185160786,46706.17655102741
175,9,1467.99999999881,7,1,3.8152717952695023,46739.68572194422
176,9,1468.999999998809,7,1,3.742562216794877,47056.6854105336
177,9,1469.999999998808,7,1,3.5963741359156924,47604.2136489166
178,9,1470.9999999988072,7,1,3.632778235402645,47628.023358281374
179,9,1471.9999999988063,7,1,3.5942251523655613,47549.9173232891
180,9,1472.9999999988054,7,1,3.5203389126785356,47502.16322390093
181,9,1473.9999999988045,7,1,3.613523363238743,47630.83233916204
182,9,1474.9999999988036,7,1,3.7010889628630474,47849.23793892129
183,9,1475.9999999988029,7,1,3.5873365382375177,47885.3349567719
184,9,1476.9999999988015,7,1,3.691168508843739,48000.57064778064
185,9,1477.9999999988008,7,1,3.5960033259860076,47973.0580647649
186,9,1478.9999999988,7,1,3.6272646634253447,47938.46088527122
187,9,1479.999999998799,7,1,3.781584919421448,48590.96548247498
188,9,1480.999999998798,7,1,3.732940454474806,48439.663215730805
189,9,1481.9999999987972,7,1,3.7558656356299847,48723.51471083135
190,9,1482.9999999987965,7,1,3.7977143457134557,48742.42885655793
191,9,1483.9999999987954,7,1,3.755043339332797,48654.78153717679
192,9,1484.9999999987945,7,1,3.702310028732303,48795.712361964754
193,9,1485.9999999987936,7,1,3.782921903742196,49240.20563798936
194,9,1486.9999999987926,7,1,3.860981727534565,49281.70342549194
195,9,1487.9999999987915,7,1,3.8422228792766235,49381.76142842083
196,9,1488.9999999987908,7,1,3.861446077509359,49738.368462077095
197,9,1489.99999999879,7,1,3.8820202320713695,49812.00746848205
198,9,1490.999999998789,7,1,3.6790985985712767,49662.61245775344
199,9,1491.999999998788,7,1,3.8285817095067944,50142.57639432992
200,9,1492.9999999987872,7,1,3.916874509804525,50482.98929072097
201,9,1493.9999999987865,7,1,3.8374545779532325,51085.9490267591
202,9,1494.9999999987854,7,1,3.65175453193402,50991.36695365389
203,9,1495.9999999987845,7,1,3.8416977566158748,51191.47274137733
204,9,1496.9999999987836,7,1,3.8570189471254985,51522.473294907286
205,9,1497.9999999987826,7,1,3.8475050518544816,51460.122868469705
206,9,1498.9999999987815,7,1,3.675289434288514,51632.83449446426
207,9,1499.9999999987808,7,1,3.8937130227158283,51575.52920038281
208,9,1500.99999999878,7,1,3.841088090489579,51975.01294756435
209,9,1501.999999998779,7,1,3.7946539290028833,52403.23529379252
210,9,1502.999999998778,7,1,3.961732832777169,52252.335729561135
211,9,1503.9999999987772,7,1,3.766292075459648,52424.133133880096
212,9,1504.9999999987765,7,1,3.8751351198508392,52463.58193145584
213,9,1505.9999999987754,7,1,3.794214088206304,52687.23875155516
214,9,1506.9999999987745,7,1,3.850912770141979,52990.169075948135
215,9,1507.9999999987735,7,1,3.8659484212461677,53450.26979088949
216,9,1508.9999999987726,7,1,3.906635383370243,53488.43881214094
217,9,1509.9999999987715,7,1,3.969661485271381,53549.21956813263
218,9,1510.9999999987708,7,1,3.932101568923427,53842.51311885325
219,9,1511.99999999877,7,1,3.8436627715832605,54204.50336600564
220,9,1512.999999998769,7,1,3.9569567667541703,54428.09935604985
221,9,1513.999999998768,7,1,4.017150996470339,54186.96513828525
222,9,1514.9999999987672,7,1,3.85540540290248,54255.78000501471
223,9,1515.9999999987665,7,1,3.9540612617953146,54358.330549954255
224,9,1516.9999999987654,7,1,4.016577137550214,54406.40514175264
225,9,1517.9999999987645,7,1,3.8131570468131835,54756.8485263147
226,9,1518.9999999987635,7,1,4.030069726543764,54783.39900530226
227,9,1519.9999999987626,7,1,3.928898946351854,54580.73920488504
228,9,1520.9999999987615,7,1,4.056953094222285,54727.23826952503
229,9,1521.9999999987608,7,1,3.934781047570465,54784.6994171148
230,9,1522.99999999876,7,1,4.0044580527566405,54656.98705318511
231,9,1523.999999998759,7,1,4.080476513454007,54757.6566585738
232,9,1524.999999998758,7,1,3.9148495044264977,55191.9584237296
233,9,1525.9999999987572,7,1,3.964790111267092,55320.45422998041
234,9,1526.9999999987565,7,1,4.061000870008608,55487.540394070806
235,9,1527.9999999987554,7,1,4.004175434369584,55112.316850761184
236,9,1528.9999999987544,7,1,4.0694049852845575,55612.54895472961
237,9,1529.9999999987535,7,1,4.14729569074756,55731.982547661406
238,9,1530.9999999987526,7,1,4.16977260009191,56080.593391717375
239,9,1531.9999999987515,7,1,4.035194593295686,55753.36178666839
240,9,1532.9999999987508,7,1,3.93211420701802,56539.46391923803
241,9,1533.99999999875,7,1,4.055412613453816,56710.05991901317
242,9,1534.999999998749,7,1,3.8619264202488806,56675.25054088987
243,12,1535.999999998748,9,1,1.991614183251993,27963.078486961625
244,12,1536.9999999987472,9,1,2.0278635567970706,28332.893072563915
245,12,1537.9999999987465,9,1,2.0433966343208008,28315.239119695187
246,12,1538.9999999987454,9,1,2.0284898612220883,28341.2559074074
247,12,1539.9999999987444,9,1,1.98879455512956,28263.105098123957
248,12,1540.9999999987435,9,1,2.0968643879019733,28690.16493119853
249,12,1541.9999999987426,9,1,2.0707205963527824,28771.610326596878
250,12,1542.9999999987415,9,1,2.018979518908664,29036.61327899288
251,12,1543.9999999987408,9,1,2.0749306700783214,28909.869860412036
252,12,1544.99999999874,9,1,2.0323404518016632,28919.597438830668
253,12,1545.999999998739,9,1,2.1671617922517665,29361.934120152968
254,12,1546.999999998738,9,1,2.042032241475556,29230.247940405992
255,12,1547.9999999987372,9,1,2.0373410406264383,29420.156851920103
256,12,1548.9999999987365,9,1,2.0738027039988194,29526.645303277564
257,12,1549.9999999987351,9,1,2.136696435402342,29535.496368728054
258,12,1550.9999999987344,9,1,2.086351037832583,29770.392400884997
259,12,1551.9999999987335,9,1,2.08953414501142,29537.95278411381
260,12,1552.9999999987326,9,1,2.0808670675566816,30155.310152386995
261,12,1553.9999999987317,9,1,2.0685667206121656,29953.991204467548
262,12,1554.9999999987308,9,1,2.1079029950274837,30293.511196923577
263,12,1555.99999999873,9,1,2.0796021985871334,30245.35947502517
264,12,1556.999999998729,9,1,2.0525509518148004,30366.41825325999
265,12,1557.999999998728,9,1,2.168100964895061,30247.46993745717
266,12,1558.9999999987272,9,1,2.0384200821458416,30679.0661583209
267,12,1559.9999999987265,9,1,2.04075224098361,30395.92964637668
268,12,1560.9999999987251,9,1,2.163457261336866,30722.28381520214
269,12,1561.9999999987244,9,1,2.1504057449763123,30879.19842176976
270,12,1562.9999999987235,9,1,2.0570876507527953,30790.54710987204
271,12,1563.9999999987226,9,1,2.1506145054517547,30955.317452659343
272,12,1564.9999999987217,9,1,2.060685677677325,31069.515516024738
273,12,1565.9999999987208,9,1,2.1542365930839504,31085.91374384567
274,12,1566.99999999872,9,1,2.0607189348219617,31140.610489968796
275,12,1567.999999998719,9,1,2.1396464235517323,31306.959250030854
276,12,1568.999999998718,9,1,2.0885526617915415,31545.56209276476
277,12,1569.9999999987172,9,1,2.139656045235608,31692.202693622887
278,12,1570.9999999987162,9,1,2.1661267540981455,31469.38363665837
279,12,1571.999999998715,9,1,2.2030985643313388,32063.40114115732
280,12,1572.9999999987144,9,1,2.159098307281161,31851.661328734062
281,12,1573.9999999987135,9,1,2.170690855987891,32027.541617269515
282,12,1574.9999999987126,9,1,2.173082715433051,31994.688871223352
283,12,1575.9999999987117,9,1,2.1053106515145004,32325.601392540342
284,12,1576.9999999987108,9,1,2.229293525657766,32133.86517667852
285,12,1577.99999999871,9,1,2.115934377838588,32219.888436633497
286,12,1578.999999998709,9,1,2.1176386062139696,32493.46174452285
287,12,1579.999999998708,9,1,2.1259388387684908,32418.164798288504
288,12,1580.9999999987072,9,1,2.172672374261588,32726.564391376058
289,12,1581.9999999987062,9,1,2.1551082302804345,32749.36967393248
290,12,1582.999999998705,9,1,2.1264473514491926,32812.96274737467
291,12,1583.9999999987044,9,1,2.191062051332087,32950.95748942709
292,12,1584.9999999987035,9,1,2.1597408782197403,33151.906161672705
293,12,1585.9999999987026,9,1,2.2620637829373536,33132.288576353385
294,12,1586.9999999987017,9,1,2.2509931659976914,33011.11834126915
295,12,1587.9999999987008,9,1,2.2038013864554453,33157.44255552103
296,12,1588.9999999987,9,1,2.2070365918400614,33175.18042998148
297,12,1589.999999998699,9,1,2.18521967577665,33368.82800017507
298,12,1590.999999998698,9,1,2.1790566729257326,33593.08434611159
299,12,1591.9999999986971,9,1,2.2060532613826864,33340.99212439435
300,12,1592.9999999986962,9,1,2.1863757154101466,33722.8056572173
301,12,1593.999999998695,9,1,2.189325191439508,33755.86369034362
302,12,1594.9999999986944,9,1,2.253920752998954,33991.66445135397
303,12,1595.9999999986935,9,1,2.187472465365775,33913.79444809015
304,12,1596.9999999986926,9,1,2.2300351948512107,33903.94025171265
305,12,1597.9999999986917,9,1,2.22063213105015,33984.32376731649
306,12,1598.9999999986908,9,1,2.165364941781476,34041.907416373404
307,12,1599.99999999869,9,1,2.3177359103446142,34268.94321231618
308,12,1600.999999998689,9,1,2.240612086302342,34578.5953504871
309,12,1601.999999998688,9,1,2.198288435601808,34416.71488261294
310,12,1602.9999999986871,9,1,2.1804797051411695,34544.077871866015
311,12,1603.9999999986862,9,1,2.3018327710728235,34596.97743372293
312,12,1604.999999998685,9,1,2.2232487659832754,34691.870346961645
313,12,1605.9999999986844,9,1,2.1820781114371557,35070.07630820804
314,12,1606.9999999986835,9,1,2.248966525094934,34753.42932535671
315,12,1607.9999999986826,9,1,2.287960099714701,34752.28876755824
316,12,1608.9999999986817,9,1,2.288783002062726,35062.11184218406
317,12,1609.9999999986808,9,1,2.2555309454762242,35038.99041314856
318,12,1610.99999999868,9,1,2.223395726988527,35412.92722818457
319,12,1611.999999998679,9,1,2.270036974380117,35263.48342790853
320,12,1612.999999998678,9,1,2.3372363703560697,35272.71967142891
321,12,1613.9999999986771,9,1,2.261691226308855,35221.56285230668
322,12,1614.9999999986762,9,1,2.2202247693037522,35530.571183317
323,12,1615.999999998675,9,1,2.2070422339978992,35317.98790990525
324,12,1616.9999999986744,9,1,2.2878936753158285,35180.32471241447
325,12,1617.9999999986735,9,1,2.2803665454744664,35638.141535006675
326,12,1618.9999999986726,9,1,2.2608792055833735,35551.978870089995
327,12,1619.9999999986717,9,1,2.2095681162324547,35479.027300147594
328,12,1620.9999999986708,9,1,2.2914054120176095,35777.53128477611
329,12,1621.99999999867,9,1,2.271739631838948,35970.10417671204
330,12,1622.999999998669,9,1,2.2293718350141782,35815.22473454442
331,12,1623.999999998668,9,1,2.33825072546912,35808.10687612328
332,12,1624.9999999986671,9,1,2.2276540344388387,36077.49339942843
333,12,1625.9999999986662,9,1,2.262818546523758,35925.41790132537
334,12,1626.999999998665,9,1,2.3106253478942933,35979.279675657286
335,12,1627.9999999986644,9,1,2.207192934036783,36190.257028724765
336,12,1628.9999999986635,9,1,2.260330091659825,36126.384434189466
337,12,1629.9999999986626,9,1,2.331678018841464,36054.68406232415
338,12,1630.9999999986617,9,1,2.2775909530951566,36176.55346720965
339,12,1631.9999999986608,9,1,2.3032432819456465,36293.659733485794
340,12,1632.99999999866,9,1,2.2959888282150382,36346.732657271226
341,12,1633.999999998659,9,1,2.3333668222508175,36559.97642170812
342,12,1634.999999998658,9,1,2.3405064281151344,36248.49244025085
343,12,1635.9999999986571,9,1,2.332855361633905,36687.52707247141
344,12,1636.9999999986562,9,1,2.312890151192046,36666.45221772951
345,12,1637.9999999986553,9,1,2.27341558199767,36965.08886415487
346,12,1638.9999999986544,9,1,2.320110738739418,36803.68970376861
347,12,1639.9999999986535,9,1,2.300145479583436,36836.98607950835
348,12,1640.9999999986526,9,1,2.31378971789901,36737.47390451206
349,12,1641.9999999986517,9,1,2.2931124527456785,36951.399933054345
350,12,1642.9999999986508,9,1,2.3377105523650745,37276.92921737822
351,12,1643.99999999865,9,1,2.3452877770128375,37072.04834464185
352,12,1644.999999998649,9,1,2.3538850466984096,36912.75297312163
353,12,1645.999999998648,9,1,2.3225709477717813,37232.359578733565
354,12,1646.9999999986471,9,1,2.254121072037296,37136.48887899051
355,12,1647.9999999986462,9,1,2.343629521399369,36993.63873218332
356,12,1648.9999999986453,9,1,2.274930395240757,37327.4968865625
357,12,1649.9999999986444,9,1,2.3031382058622167,36809.51709547669
358,12,1650.9999999986435,9,1,2.3900217774596038,37287.673477355565
359,12,1651.9999999986426,9,1,2.3696831045687032,37146.24955471635
360,12,1652.9999999986417,9,1,2.295692437421814,37521.75412028874
361,12,1653.9999999986408,9,1,2.251375465503371,37206.60054678679
362,12,1654.99999999864,9,1,2.3856764353179236,37522.41525523185
363,12,1655.999999998639,9,1,2.3053708129331767,37418.83635002587
364,12,1656.999999998638,9,1,2.364428325646496,37366.04408081983
365,12,1657.9999999986371,9,1,2.295639904710079,37629.109581082295
366,12,1658.9999999986362,9,1,2.3284480496940185,37376.51628088291
367,12,1659.9999999986353,9,1,2.3248699119722946,37369.12309812777
368,12,1660.9999999986344,9,1,2.3257052048840157,37642.54427927568
369,12,1661.9999999986337,9,1,2.386100556239594,37795.20161549495
370,12,1662.9999999986326,9,1,2.4024728971785883,37589.56833361824
371,12,1663.9999999986317,9,1,2.3099202440093163,37690.922180729
372,12,1664.9999999986308,9,1,2.310932408392949,37258.0346937896
373,12,1665.9999999986298,9,1,2.316017863164461,38005.18241166787
374,12,1666.999999998629,9,1,2.4072173581948286,37741.962066396205
375,12,1667.999999998628,9,1,2.3243769191880124,37744.92320106041
376,12,1668.9999999986271,9,1,2.3956603641654017,37804.54758293762
377,12,1669.9999999986262,9,1,2.4246576806532563,38017.83530069319
378,12,1670.9999999986253,9,1,2.3918337896896813,37692.407561452426
379,12,1671.9999999986244,9,1,2.3750795482753735,38075.54297821264
380,12,1672.9999999986237,9,1,2.4372808952301552,37866.632897622745
381,12,1673.9999999986226,9,1,2.474385485492681,38181.47335414687
382,12,1674.9999999986217,9,1,2.4551416222194336,37764.46318705695
383,12,1675.9999999986208,9,1,2.433372337406476,37979.03209674677
384,12,1676.9999999986198,9,1,2.4243206584248727,38062.24815587055
385,12,1677.999999998619,9,1,2.3845268674970046,38239.58394132986
386,12,1678.999999998618,9,1,2.425826443108966,37989.0170379019
387,12,1679.999999998617,9,1,2.4747106929788414,38315.24601211851
388,12,1680.9999999986162,9,1,2.509345336431172,38007.73298459202
389,12,1681.9999999986153,9,1,2.4933456360193746,38057.13798291535
390,12,1682.9999999986144,9,1,2.3273375624334,37893.21132305333
391,12,1683.9999999986137,9,1,2.442431246670281,37874.01843860733
392,12,1684.9999999986126,9,1,2.487098394542292,38146.42044227992
393,12,1685.9999999986117,9,1,2.4676817931927766,38000.01179931915
394,12,1686.9999999986107,9,1,2.5094608977597117,37584.482176997146
395,12,1687.9999999986098,9,1,2.4711085104430106,37920.981087211374
396,12,1688.999999998609,9,1,2.3987100634355514,37502.88495473606
397,12,1689.999999998608,9,1,2.487408991777155,37552.94480062853
398,12,1690.999999998607,9,1,2.549937915113101,37910.17596100828
399,12,1691.9999999986062,9,1,2.5710956321949814,37884.16027135173
400,12,1692.9999999986053,9,1,2.516400196019365,37900.38890321668
401,12,1693.9999999986044,9,1,2.554548728832138,37931.498910087255
402,12,1694.9999999986037,9,1,2.624874061088991,38231.07835152372
403,12,1695.9999999986026,9,1,2.529995282180474,38317.2549279236
404,12,1696.9999999986017,9,1,2.509700019058964,38315.60179769178
405,12,1697.9999999986007,9,1,2.551051259032234,38361.62674903776
406,12,1698.9999999985998,9,1,2.554842531126895,38264.97414155169
407,12,1699.999999998599,9,1,2.582021448272953,38187.613403409225
408,12,1700.999999998598,9,1,2.5381864326710386,38446.56748823735
409,12,1701.999999998597,9,1,2.5814793227041597,38374.01045783576
410,12,1702.9999999985962,9,1,2.5550804357707237,38559.918884640014
411,12,1703.9999999985953,9,1,2.5633699810583495,38312.93082897005
412,12,1704.9999999985944,9,1,2.6157450083898275,38698.063910142686
413,12,1705.9999999985937,9,1,2.593126571215359,38866.46202442798
414,12,1706.9999999985926,9,1,2.560137592255519,38892.18598679043
415,12,1707.9999999985916,9,1,2.6359140380925297,38847.559900894434
416,12,1708.9999999985907,9,1,2.65476816463347,39403.47625459753
417,12,1709.9999999985898,9,1,2.630087882814444,39424.3749142516
418,12,1710.999999998589,9,1,2.6308830228941966,39272.32741954473
